NAME,APPROX_COST(FOR TWO PEOPLE) ($),RATE,DISH_LIKED,ONLINE_ORDER,BOOK_TABLE
Chowpatty,300,3.9 out of 5,"Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali",1,0
Firangi Bake,600,3.9 out of 5,Lasagne,1,0
Midnight Mania,700,4.0 out of 5,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Margherita Pizza",1,0
Lion King,250,3.8 out of 5,"Chicken Noodle, Momos",1,0
Punjabi Tandoor,700,3.6 out of 5,"Lassi, Tandoori Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Paneer Manchurian, Egg Curry",1,0
Roti Shotti,400,3.8 out of 5,Dal Fry,1,0
Chakh Le Foods,500,3.4 out of 5,"Fish, Aloo Posto",1,1
Khan Saheb Grills and Rolls,400,4.0 out of 5,"Rolls, Beda Roti, Kathi Roll, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Mutton Kebab Roll",1,0
Behrouz Biryani,650,4.0 out of 5,"Biryani, Gulab Jamun, Raita",1,0
Sagar Deluxe,350,3.4 out of 5,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice",1,0
The Paramount Hotel,"1,000",2.9 out of 5,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab",1,0
Delite Chaat House,300,4.0 out of 5,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav",1,0
FoodIshq,450,4.0 out of 5,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",1,0
Corner House Ice Cream,400,4.7 out of 5,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie",1,0
Mojo Pizza - 2X Toppings,600,4.2 out of 5,"Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate",1,0
Zaitoon,"1,000",4.3 out of 5,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken",1,1
Leon Grill,500,4.2 out of 5,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger",1,0
Warm Oven,500,4.3 out of 5,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake",1,0
Kunda Biryani,800,3.8 out of 5,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani",1,0
Rajdhani Thali Restaurant,"1,000",4.0 out of 5,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Veg Thali, Malpua, Kadhi",1,1
Motis Kitchen,350,4.1 out of 5,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry",1,0
Meghana Foods,800,4.2 out of 5,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Hyderabadi Biryani, Prawn Biryani, Raita",1,1
Paradise,800,4.0 out of 5,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab",1,0
Maravanthe,"1,000",4.4 out of 5,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani",1,1
VSV Chettinad,600,3.3 out of 5,Rolls,1,0
New Punjabi Hotel,400,3.2 out of 5,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali",1,0
Hongkong Garden,500,3.9 out of 5,"Spring Roll, Chop Suey, Manchow Soup, American Chopsuey",1,0
Dindigul Thalappakatti,800,4.2 out of 5,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani",1,0
KFC,400,3.9 out of 5,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl",1,0
Potful,650,4.1 out of 5,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun",1,0
Beijing Bites,850,3.2 out of 5,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns",1,0
Hyderabad Biryaani House,700,3.9 out of 5,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani",1,0
Kya Khaoge,300,3.8 out of 5,"Bhatti Chicken, Chole, Shahi Tukda",1,0
Andal Mess,300,3.2 out of 5,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani",1,0
Bathinda Dine,950,4.1 out of 5,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Amritsari Kulcha",1,0
Django,800,4.0 out of 5,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger",1,1
B.M.W - Bhookh Mitaane Wala,500,3.7 out of 5,"Butter Chicken, Pasta, Rolls, Fruit Custard, Gulab Jamun, Maggi, Halwa",1,0
Donne Biriyani Mane,350,3.8 out of 5,"Donne Biryani, Pepper Chicken, Chicken Biryani Combo, Chicken Fry",1,0
Taco Bell,600,4.1 out of 5,"Tacos, Fries, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Crispy Chicken, Salsa",1,0
Bhookha Sher,350,3.2 out of 5,Coffee,1,0
Green Pepper,600,3.9 out of 5,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha",1,0
Punjabi's Food Corner,250,3.6 out of 5,Roti,1,0
Hungree Belly,800,3.9 out of 5,"Chaat, Samosa, Gulab Jamun, Pudina Chicken, Butter Chicken, Chole Bhature, Pasta",1,1
Aathurar,600,3.3 out of 5,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad",1,0
Moonlight Kitchens,400,3.9 out of 5,Chilli Chicken,1,0
Delhi Highway,"1,500",4.4 out of 5,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Chaat, Lassi",1,1
Pot Biryani,600,3.9 out of 5,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton",1,0
Asha Sweets Center,200,4.1 out of 5,"Badam Milk, Kulfi, Rasmalai, Rasgulla, Masala Poori",1,0
Plantain Leaf,600,3.9 out of 5,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan",1,0
Onesta,600,4.3 out of 5,"Bbq Pizza, Choux Pastry, Bbq Chicken, Tiramisu, Barbeque Chicken, Chicken Calzone, Pasta",1,1
Sri Udupi Park,300,3.7 out of 5,"Masala Dosa, Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Vada",1,0
Cheesy Juicy Burgers,300,3.8 out of 5,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger",1,0
Night Food Joint,500,2.8 out of 5,"Paratha, Noodles",1,0
Namma Madurai,200,3.0 out of 5,"Appam, Masala Dosa, Tea, Coffee",1,0
The Chocolate Heaven,700,3.8 out of 5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",1,0
Vietnamese Kitchen,800,4.1 out of 5,"Pho, Pad Thai, Jasmine Tea, Chocolate Shake, Spring Roll, Thai Green Curry, Momos",1,1
The Charcoal Factory,600,4.1 out of 5,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings",1,0
Brownie Heaven,300,4.3 out of 5,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",1,0
Chai Point,250,4.3 out of 5,"Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav",1,0
Rannaghar,600,3.9 out of 5,"Salt Lassi, Kosha Mangsho, Luchi, Sweet Corn Veg Soup",1,0
Shalimar,700,4.0 out of 5,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti",1,0
Pizza Hut,750,3.7 out of 5,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza",1,0
Imperial Restaurant,800,3.9 out of 5,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab",1,0
PurpleBasil.in,500,4.4 out of 5,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad",1,0
The Biryanis,500,3.8 out of 5,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken",1,0
Kokomo,500,4.0 out of 5,"Thai Chicken, Momos",1,0
The Fatty Bao - Asian Gastro Bar,"1,200",4.6 out of 5,"Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad",1,0
Coast,750,3.2 out of 5,Neer Dosa,1,0
Feel@Home,300,3.6 out of 5,Thali,1,0
PreRit's Food Factory,300,3.7 out of 5,"Biryani, Kerala Parotta, Chilli Chicken, Paratha",1,0
Nite Out,500,4.0 out of 5,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles",1,0
Thai Chy,"1,200",4.3 out of 5,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Momos, Dimsum Platter, Mocktails",1,1
Bombay Sandwich Company,400,3.0 out of 5,"Sandwiches, Falafal Sandwich",1,0
Nando's,"1,200",4.3 out of 5,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter",1,0
Indiana Burgers,300,3.2 out of 5,"Burgers, Chicken Whopper Burger",1,0
Seafood Place,800,4.1 out of 5,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret",1,0
The Pizza Bakery,"1,200",4.8 out of 5,"Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads",1,1
Smoke House Deli,"1,600",4.6 out of 5,"Cappuccino, Pasta, Cucumber Spritzer, Cocktails, Murgh Platter, Mocktails, Burgers",1,1
Bangalore Mandarin,"1,100",4.2 out of 5,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Veg Manchow Soup, Hakka Noodles, Clear Soup, Singapore Noodles",1,0
Biryani Trip,400,4.0 out of 5,"Raita, Chicken Biryani",1,0
Srinidhi Sagar,250,3.9 out of 5,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich",1,0
Eatsomnia,500,3.5 out of 5,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi",1,0
Smally's Resto Cafe,650,4.1 out of 5,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate",1,0
Healthie,600,3.9 out of 5,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich",1,0
Andhra Ruchulu,400,4.0 out of 5,Biryani,1,0
Smoor,900,4.6 out of 5,"Hot Chocolate, Chocolate Pastry, Cheesecake, Coffee, Chocolate Sundae, Chips, Mumbai Sandwich",1,0
Mota Bawarchi,500,3.8 out of 5,"Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara",1,0
Lassi Shop,100,4.0 out of 5,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi",1,0
Suryawanshi,700,4.1 out of 5,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi",1,0
Delicacy,500,3.9 out of 5,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda",1,0
The Waffles Hut,400,4.0 out of 5,"Belgian Waffles, Belgium Chocolate",1,0
Krispy Kreme,300,4.1 out of 5,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte",1,0
Subway,500,3.6 out of 5,Sandwich,1,0
Just Khao Suey,600,4.0 out of 5,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",1,0
Mainland China,"1,700",4.4 out of 5,"Basil Chicken, Chicken Dim Sum, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Wings",1,1
Faasos,500,4.1 out of 5,"Chicken Wrap, Rolls, Chicken Overload, Falafel, Paratha, Paneer Wrap, Veggie Wrap",1,0
BFC Family Restaurant,600,3.2 out of 5,"Ghee Rice, Paratha, Shawarma, Butter Chicken, Tandoori Chicken, Chicken Grill, Chicken Tikka Biryani",1,0
Anand Sweets and Savouries,400,4.0 out of 5,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole",1,0
Annabell,800,4.0 out of 5,"Burgers, Sandwiches, Pizza, Beef Burger, French Fries, Chicken Bbq Burger, Lamb Burger",1,0
Urban Tamaasha,"1,200",4.1 out of 5,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",1,1
Salt Mango Tree,800,4.2 out of 5,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry",1,1
Burma Burma,"1,500",4.7 out of 5,"Samosa Soup, Khau Suey, Khao Suey, Salads, Crispy Corn, Avocado Ice Cream, Mocktails",1,0
Pizza Stop,600,3.2 out of 5,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread",1,0
Pasta Street,"1,300",4.5 out of 5,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails",1,1
Keventers,400,4.0 out of 5,"Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake",1,0
Mani's Dum Biryani,750,4.0 out of 5,"Raita, Vegetable Biryani, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken",1,0
Kick Out the Jams,350,4.0 out of 5,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni",1,0
Cup Chronicles Cafe,450,3.9 out of 5,"Tea, Sandwiches",1,1
Crunch Pizzas - Express Delivery,500,3.0 out of 5,"Pizza, Pepperoni",1,0
Tata Cha,500,3.9 out of 5,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas",1,0
Dhaba - Estd 1986 Delhi,"1,500",4.4 out of 5,"Gajar Halwa, Shikanji, Kheer, Dal Makhani, Lunch Buffet, Panner Tikka, Butter Chicken",1,1
Karachi Bakery,500,3.9 out of 5,"Pasta, Pesto Pizza",1,0
Coastal Delight,650,4.1 out of 5,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry",1,0
Snacks Joint,150,3.7 out of 5,"Samosa, Poha, Chaat, Ginger Tea, Chhole Bhature, Chole, Aloo Tikki",1,0
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,800,4.4 out of 5,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries",1,0
Monkey Bar,"1,400",4.3 out of 5,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli",1,0
Little Kolkata,500,3.9 out of 5,"Fish, Thali, Rolls, Rasgulla, Chicken Biryani",1,0
Thunder Fried Chicken,350,3.6 out of 5,"Chicken Grill, Rolls, Chicken Roll, Shawarma Roll, Rumali Roti, Paneer Roll, Tandoori Chicken",1,0
Cita Pani,350,3.8 out of 5,"Peri Peri Chicken, Shawarma, Biryani, Rolls",1,1
Mama Mia!,400,4.3 out of 5,"Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes",1,0
Glen's Bakehouse,600,4.3 out of 5,"Coffee, Pizza, Cheesecake, Pasta, Potato Salad, Sandwiches, Chicken Pot Pie",1,0
Not Just Parathas,500,3.8 out of 5,"Paratha, Lassi, Panneer Butter Masala, Tandoori Roti",1,0
Roll Er Dokaan,300,3.9 out of 5,"Rolls, Paratha, Double Egg Roll",1,0
Gokul Kuteera,650,3.9 out of 5,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali",1,0
Gowdru Hotel,400,3.9 out of 5,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry",1,0
Stoner,550,4.4 out of 5,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava",1,0
No More Hungry,450,3.3 out of 5,"Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",1,0
Dhyaana,600,4.3 out of 5,"Paneer Roll, Momos, Corn Bhel, Thali, Chai, Momo Platter, Corn Momo",1,0
Frozen Bottle,400,4.1 out of 5,"Ferrero Rocher, Belgian Chocolate, Brownie, Milk Shake, Cake Jar, Salted Caramel, Chocolate Hazelnut",1,0
Roll Over,500,4.2 out of 5,"Rolls, Ice Cream Roll, Brownie, Hot Chocolate, Peri Peri Fries, Irish Coffee, Mississippi Mudpie",1,0
Cafe Grill,300,4.1 out of 5,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama",1,0
Taiki,"1,200",4.4 out of 5,"Sushi, Ramen, Bibimbap, Salmon, Dumplings, Tempura, Yaki Soba",1,1
Thai House,"1,500",4.2 out of 5,"Papaya Salad, Tom Yum Prawn, Tom Yum Soup, Pad Thai, Thai Spice, Sea Food, Thai Green Curry",1,0
Bombay Brasserie,"1,800",4.4 out of 5,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Kulcha",1,0
Ovenstory Pizza,800,4.0 out of 5,"Pizza, Garlic Bread, Lava Cake",1,0
Gobble Up Churros Cafe,400,4.3 out of 5,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas",1,0
Under The Tree,200,3.0 out of 5,Sandwich,1,0
Treat,800,3.9 out of 5,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Palak Paneer, Roti",1,0
Aagaman Veg,900,4.0 out of 5,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun",1,0
Jonah's,"1,100",4.1 out of 5,"Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich",1,1
Crunch Pizzas,600,2.9 out of 5,"Thin Crust Pizza, Pepperoni, Pie",1,0
Tea Brew,500,4.1 out of 5,"Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Hot Chocolate",1,0
InnerChef,500,3.7 out of 5,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken",1,0
Bob's Restaurant,500,4.0 out of 5,"Palak Chicken, Mutton Keema Masala, Sarson Ka Saag, Mushroom Masala, Makkai Roti, Dal Tadka, Palak Paneer",1,0
Hotel Karavali,450,3.7 out of 5,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha",1,0
Imli,800,3.8 out of 5,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea",1,0
Sabari Juice Junction,250,4.1 out of 5,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich",1,0
Chung Wah Express,600,2.8 out of 5,"Noodles, Kung Pao Vegetables, Sweet Corn Soup, Chowmein, Prawn",1,0
Mamagoto,"1,600",4.4 out of 5,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey",1,1
One Chu Restaurant,600,3.9 out of 5,"Noodles, Momos, Sweet Corn Soup, Egg Fried Rice, Manchurian, Chowmein",1,0
All Shook Up!,300,3.9 out of 5,"Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich",1,0
Grill Hut,350,3.6 out of 5,"Rolls, Chicken Roll, Chicken Baida Roti",1,0
Malabar,400,3.0 out of 5,"Malabar Fish Curry, Appam, Sea Food, Idiyappam, Fish Fry, Thali, Ghee Rice",1,0
Mood For Food,800,4.0 out of 5,"Tandoori Chicken, Paneer Tikka, Chicken Biryani, Paratha, Butter Chicken",1,0
New Tandoor,550,3.5 out of 5,"Rolls, Butter Naan, Shawarma, Tandoori Chicken, Biryani, Rumali Roti, Sweet Corn Soup",1,0
Taza Tawa,550,3.8 out of 5,"Chicken Grill, Chicken Shawarama, Shawarma, Tandoori Chicken, Rumali Roti, Rolls, Egg Biryani",1,0
Cafe Coffee Day,900,3.7 out of 5,"Coffee, Brownie",1,0
The Belgian Waffle Co.,350,4.0 out of 5,"Waffles, Pancakes",1,0
Biggies Burger 'n' More,400,4.3 out of 5,"Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries",1,0
Chung's Chinese Corner,600,2.7 out of 5,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup",1,0
Raat Ki Rani,400,4.3 out of 5,"Paratha, Kheer, Burgers, Ghee Rice, Rolls, Veg Burger, White Sauce Pasta",1,0
Nizaam's Kaati Rolls & Kebabs,450,3.7 out of 5,"Rolls, Paratha, Chicken Chaap, Kathi Roll, Chicken Egg Roll, Mutton Biryani",1,0
Fullyfilled,200,4.0 out of 5,"Momos, Shawarma, Chicken Shawarama",1,0
Venus Biryani,200,3.1 out of 5,Dum Biryani,1,0
Ibaco,300,4.0 out of 5,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",1,0
Kobe Sizzlers,"1,500",4.1 out of 5,"Sizzler Brownie, Ice Tea, Paneer Steak, Momos, Pizza, Sangria, Tomato Soup",1,1
Dakshin Biryani & Tiffin,550,3.4 out of 5,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee",1,0
Mother's Meal,200,3.8 out of 5,"Sweet Lassi, Thali, Kadhai Paneer, Kadhi, Aloo Paratha, Paneer Bhurji, Chole",1,0
Asaivam Restaurant,750,4.0 out of 5,Mutton Biryani,1,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,450,3.9 out of 5,"Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls",1,0
The Yogisthaan Cafe,600,4.2 out of 5,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie",1,0
Peace Restaurant,500,2.7 out of 5,"Momos, Thukpa, Butter Tea",1,0
Red Chilliez,650,3.5 out of 5,"Neer Dosa, Butter Naan, Chicken Curry, Butter Chicken, Panneer Butter Masala, Dal Tadka, Biryani",1,0
The Twisted Desi,"1,000",NEW,"Vegetable Biryani, Dal Makhani, Matar Methi Malai, Pasta, Rasmalai, Gulab Jamun, Diwani Handi",1,1
GMT - Gelateria Montecatini Terme,300,4.4 out of 5,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone",1,0
Chapati House,300,3.9 out of 5,Naan,1,0
Oye Amritsar,600,3.9 out of 5,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",1,1
Srinathji's,800,3.6 out of 5,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries",1,1
Little Italy,"1,400",4.2 out of 5,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails",1,1
Le Gateau - The Cake Shop,600,4.4 out of 5,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",1,0
Gooey & Fluffy,200,3.9 out of 5,Salted Caramel Brownie,1,0
Tayabbs,500,4.0 out of 5,"Rolls, Beda Roti, Chicken Malai Roll, Paneer Roll, Peri Peri Chicken, Mutton Baida Roti, Chicken Beda",1,0
Stuffd,500,3.8 out of 5,"Gol Gappe, Noodles, Lassi, Chocolate Milkshake",1,0
Grubhouse,800,4.1 out of 5,"Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade",1,0
3 Leafs,600,3.7 out of 5,"Butter Naan, Rumali Roti, Mutton Curry, Paratha, Biryani, Chicken Guntur",1,0
Pulimunchi,"1,000",4.3 out of 5,"Murgh Ghee Roast, Neer Dosa, Sea Food, Tender Coconut Souffle, Crab Ghee Roast, Fish, Prawn Ghee Roast",1,1
World In A Bowl,600,2.9 out of 5,"Pasta, Butter Chicken, Fruit Bowl",1,0
A2B - Adyar Ananda Bhavan,400,3.0 out of 5,"Pav Bhaji, Filter Coffee, Onion Dosa, Mysore Pak, Vada, Filter Kaapi, Rava Dosa",1,0
Sethji Home Made Food,350,3.5 out of 5,"Paratha, Gulab Jamun, Sweet Lassi, Paneer Bhurji, Chaach, Paneer Parantha, Raita",1,0
Chillikum,350,3.6 out of 5,"Paneer Biryani, Vegetable Biryani, Paratha",1,0
Rahhams,700,2.8 out of 5,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita",1,0
The Ganache Factory,400,4.1 out of 5,"Cheesecake, Key Lime Pie",1,0
Tunday Kababi,500,3.8 out of 5,"Tandoori Chicken, Galauti Kebab, Mughlai Paratha, Kheer, Mutton Biryani, Rolls, Rumali Roti",1,0
Kitchen of Joy,400,4.2 out of 5,"Rolls, Egg Roll, Chai, Ginger Tea, Biryani, Rasgulla, Luchi",1,0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,500,3.1 out of 5,"Burgers, Pasta, Sandwiches",1,0
Bekal,700,4.0 out of 5,"Prawn Ghee Roast, Fish, Beef Fry, Neer Dosa, Appam, Chicken Stew, Sol Kadhi",1,0
Mid Night Hunting,300,3.7 out of 5,"Burgers, Chicken Burger, Pasta, Chicken Pizza",1,0
Singh Saab,800,3.7 out of 5,"Butter Chicken, Chaach, Paratha, Tandoori Chicken, Biryani, Lassi, Dal Makhani",1,0
Shaap,500,4.0 out of 5,"Buttermilk, Fish Curry, Biryani, Beef Fry, Pazham Pori, Chicken Malabari, Chicken Curry",1,0
Peacock,"1,200",4.0 out of 5,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",1,1
Laddoos,250,2.9 out of 5,"Paratha, Panipuri, Puri Sabzi, Rasgulla, Rasmalai, Pav Bhaji, Samosa Chaat",1,0
McDonald's,500,3.0 out of 5,French Fries,1,0
